,Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
567,Baby Boom,"Comedy, Drama, Romance",110,1987,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,12897,26.71,6.2,53.0
569,A Hologram for the King,"Comedy, Drama, Romance",98,2016,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,37246,4.20,6.1,58.0
570,Two Night Stand,"Comedy, Romance",86,2014,A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand as the blizzard goes through the night.,61723,0.02,6.4,45.0
571,Spread,"Comedy, Drama, Romance",97,2009,A sex comedy centered on a serial womanizer and his jilted lover.,36869,0.25,5.9,43.0
572,Alfie,"Comedy, Drama, Romance",103,2004,A cockney womanizer learns the hard way about the dangers of his actions.,48810,13.40,6.2,49.0
574,Buffalo '66,"Comedy, Crime, Drama",110,1998,"After being released from prison, Billy is set to visit his parents with his wife, whom he does not actually have. This provokes Billy to act out, as he kidnaps a girl and forces her to act as his wife for the visit.",43671,2.38,7.5,68.0
575,Spanglish,"Comedy, Drama, Romance",131,2004,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.",74786,42.04,6.4,48.0
576,"Paris, je t'aime","Comedy, Drama, Romance",120,2006,"Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented and awakened.",68546,4.86,7.3,66.0
577,The Sweetest Thing,"Comedy, Romance",84,2002,A girl finds she is forced to educate herself on the etiquette of wooing the opposite sex when she finally meets Mr. Right.,52676,24.72,5.2,32.0
580,Think Like a Man,"Comedy, Romance",122,2012,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,41537,91.55,6.6,51.0
581,The Best Exotic Marigold Hotel,"Comedy, Drama, Romance",124,2011,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",86916,46.41,7.2,62.0
582,Real Genius,"Comedy, Romance, Sci-Fi",108,1985,"Teenage geniuses deal with their abilities while developing a high-powered laser for a university project. When their professor intends to turn their work into a military weapon, they decide to ruin his plans.",28515,13.00,7.0,71.0
583,Date Night,"Comedy, Crime, Romance",88,2010,"In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.",146533,98.71,6.3,56.0
584,Good Bye Lenin!,"Comedy, Drama, Romance",121,2003,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",131033,4.06,7.7,68.0
586,Safety Not Guaranteed,"Comedy, Drama, Romance",86,2012,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,113296,4.01,7.0,72.0
587,Six Days Seven Nights,"Action, Adventure, Comedy",98,1998,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",69394,74.33,5.8,51.0
591,Life After Beth,"Comedy, Fantasy, Horror",89,2014,"A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her.",18550,0.08,5.6,50.0
592,At Middleton,"Comedy, Romance",99,2013,Two parents fall in love over the course of a single day while playing hooky from their children's college tour.,7357,0.05,6.5,60.0
593,Sirens,"Comedy, Drama, Romance",98,1994,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",9499,7.77,5.8,64.0
595,Emma,"Comedy, Drama, Romance",120,1996,"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",33527,22.20,6.6,66.0
598,Employee of the Month,"Comedy, Romance",103,2006,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.",42608,28.44,5.5,36.0
599,My Father the Hero,"Comedy, Romance",90,1994,A teenage girl on vacation in the Bahamas with her divorced father tries to impress a potential boyfriend by saying that her father is actually her lover.,10057,25.48,5.5,42.0
600,Just Married,"Comedy, Romance",95,2003,"A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.",65007,56.13,5.5,28.0
601,Married to the Mob,"Comedy, Crime, Romance",104,1988,"An undercover FBI agent falls in love with a recently widowed mafia wife, who is trying to restart her life following her husband's murder while being pursued by a libidinous mafia kingpin seeking to claim her for himself.",15044,21.49,6.1,71.0
602,Peggy Sue Got Married,"Comedy, Drama, Fantasy",103,1986,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.",30824,41.38,6.3,74.0
603,Hampstead,"Comedy, Drama, Romance",102,2017,An American widow finds unexpected love with a man living wild on Hampstead Heath when they take on the developers who want to destroy his home.,3546,0.14,6.0,53.0
604,Waitress,"Comedy, Drama, Romance",108,2007,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",42146,19.07,7.0,75.0
605,View from the Top,"Comedy, Romance",87,2003,A small-town woman tries to achieve her goal of becoming a flight attendant.,24338,15.59,5.2,27.0
606,Laggies,"Comedy, Drama, Romance",99,2014,"In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes, then, taking an opportunity to escape for a week, hides out in the home of her new friend, 16-year-old Annika, who lives with her world-weary single dad.",39587,0.44,6.4,63.0
607,I Love You Phillip Morris,"Biography, Comedy, Crime",98,2009,"A cop turns con man once he comes out of the closet. Once imprisoned, he meets the second love of his life, whom he'll stop at nothing to be with.",88229,2.04,6.6,65.0
608,Seeking a Friend for the End of the World,"Adventure, Comedy, Drama",101,2012,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",103276,6.62,6.7,59.0
610,Confessions of a Shopaholic,"Comedy, Romance",104,2009,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,71714,44.28,5.9,38.0
611,The Kids Are All Right,"Comedy, Drama, Romance",106,2010,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,121695,20.81,7.0,86.0
612,I Now Pronounce You Chuck & Larry,"Comedy, Romance",115,2007,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",134959,120.06,5.9,37.0
614,The Jane Austen Book Club,"Comedy, Drama, Romance",106,2007,"Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels.",25073,3.57,6.8,61.0
615,Doctor Dolittle,"Adventure, Comedy, Family",152,1967,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",7810,9.00,6.2,34.0
616,A Midsummer Night's Dream,"Comedy, Fantasy, Romance",116,1999,"Lovers' lives are complicated by city law, feuding faerie royalty, and... love.",23516,16.07,6.4,61.0
617,The Skeleton Twins,"Comedy, Drama, Romance",93,2014,"Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship.",37520,5.28,6.8,74.0
618,In Her Shoes,"Comedy, Drama, Romance",130,2005,"Strait-laced Rose breaks off relations with her party girl sister, Maggie, over an indiscretion involving Rose's boyfriend. The chilly atmosphere is broken with the arrival of Ella, the grandmother neither sister knew existed.",57282,32.88,6.4,60.0
619,Joe Versus the Volcano,"Comedy, Romance",102,1990,"When a hypochondriac learns that he is dying, he accepts an offer to throw himself in a volcano at a tropical island, and along the way there, learns to truly live.",32505,39.40,5.8,45.0
620,Wristcutters: A Love Story,"Comedy, Drama, Fantasy",88,2006,A film set in a strange afterlife way station that has been reserved for people who have committed suicide.,51733,0.32,7.3,62.0
621,Beautiful Girls,"Comedy, Drama, Romance",112,1996,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,30120,10.60,7.1,64.0
622,Charlie Countryman,"Comedy, Drama, Romance",103,2013,"While travelling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",25790,0.01,6.4,31.0
624,Hysteria,"Comedy, Romance",100,2011,The truth of how Mortimer Granville devised the invention of the first vibrator in the name of medical science.,29427,1.80,6.7,53.0
625,Crossroads,"Comedy, Drama, Romance",93,2002,"Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process.",37340,37.19,3.5,27.0
626,A Good Woman,"Drama, Comedy, Romance",93,2004,A 1930s American socialite creates a scandal in the expatriate high society of the Amalfi Coast of Italy when she forms a secretive relationship with a wealthy American unbeknownst to his young wife.,10974,0.22,6.5,53.0
629,Kicking & Screaming,"Comedy, Family, Romance",95,2005,"Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating.",34387,52.58,5.6,45.0
630,The Brothers Bloom,"Action, Adventure, Comedy",114,2008,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",46806,3.52,6.8,55.0
631,Obvious Child,"Comedy, Drama, Romance",84,2014,A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,22040,3.12,6.8,76.0
633,Bubble Boy,"Adventure, Comedy, Romance",84,2001,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.,28859,5.00,5.6,41.0
636,Mansfield Park,"Comedy, Drama, Romance",112,1999,"At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral ...",20314,4.76,7.1,71.0
